gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,padj,neglogp,sig
Kif5a,0.10263972250653543,0.0066084470999065534,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Hs3st3a1,0.10263972250653543,0.019338911078897417,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Phpt1,0.10269166330028401,-0.03642814078300575,0.081,0.109,1,0.563394609588062,0.2491873125461258,FALSE
Ssh1,0.10269746917889595,0.028448550443990694,0.197,0.16,1,0.563394609588062,0.2491873125461258,FALSE
Angel2,0.10275866918913887,0.04686559385965078,0.35,0.298,1,0.563394609588062,0.2491873125461258,FALSE
Ift80,0.10279824819177175,0.012624009688543686,0.065,0.042,1,0.563394609588062,0.2491873125461258,FALSE
Tjp3,0.10282287941470485,0.01695787606335565,0.039,0.022,1,0.563394609588062,0.2491873125461258,FALSE
Smim20,0.1028356159144068,0.04193052548261095,0.437,0.383,1,0.563394609588062,0.2491873125461258,FALSE
Kmt2c,0.10287670160884857,0.0651409261813517,0.415,0.372,1,0.563394609588062,0.2491873125461258,FALSE
Tmem70,0.1029231231633583,0.053086783845854135,0.305,0.263,1,0.563394609588062,0.2491873125461258,FALSE
Tmx4,0.10296118272899885,0.04022104403069482,0.378,0.326,1,0.563394609588062,0.2491873125461258,FALSE
Dynlt1c,0.10297462706929168,0.016153310469289577,0.039,0.022,1,0.563394609588062,0.2491873125461258,FALSE
4930597O21Rik,0.10298016396400544,0.009081258924999953,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Gm40787,0.10298016396400544,0.006285684309821663,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Trgv2,0.10298016396400544,0,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Gm30082,0.10298016396400544,0.005215931359046235,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Ntan1,0.10301385662911382,0.06328227776551798,0.555,0.5,1,0.563394609588062,0.2491873125461258,FALSE
Cd79b,0.10302340019947971,5.064060648485906e-4,0.169,0.217,1,0.563394609588062,0.2491873125461258,FALSE
Agbl3,0.10303353725311877,-0.006444364826282279,0.012,0.026,1,0.563394609588062,0.2491873125461258,FALSE
Rreb1,0.1030650549785824,0.03607306047147568,0.376,0.326,1,0.563394609588062,0.2491873125461258,FALSE
Fkbp1a,0.10314712267189559,0.0811518162172511,0.799,0.767,1,0.563394609588062,0.2491873125461258,FALSE
Slc39a11,0.10328778729035616,-0.023695816375344403,0.104,0.138,1,0.563394609588062,0.2491873125461258,FALSE
Relt,0.10330825347372034,-0.04037822590262316,0.106,0.138,1,0.563394609588062,0.2491873125461258,FALSE
Gm16894,0.1033215027964266,0.007323648543288444,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Lcn4,0.1033215027964266,3.197660947672074e-4,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Nexn,0.1033215027964266,0.00383934816813525,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Sult2b1,0.1033215027964266,0.005349902071650019,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
R74862,0.1033215027964266,0.004813649692503855,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Gm16933,0.1033215027964266,0.005086581115742726,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Vash1,0.1033215027964266,0.02315501844245038,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Gm17203,0.1033215027964266,0.007446839818585747,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
BC065397,0.1033215027964266,3.203426503814917e-16,0.01,0.002,1,0.563394609588062,0.2491873125461258,FALSE
Gm16062,0.1034198719414603,-0.010865445239496868,0.012,0.026,1,0.5635016133601146,0.2491048361886075,FALSE
Rab31,0.10347762565060858,0.005112505479223095,0.392,0.344,1,0.5635016133601146,0.2491048361886075,FALSE
Hmgcl,0.1034804015034783,0.023819254956129188,0.421,0.352,1,0.5635016133601146,0.2491048361886075,FALSE
Zfyve27,0.10361212063298647,-0.015377261120470775,0.136,0.174,1,0.5635016133601146,0.2491048361886075,FALSE
B3galt2,0.10366374047719955,0.004438272940122862,0.01,0.002,1,0.5635016133601146,0.2491048361886075,FALSE
Gm20536,0.10366374047719955,0.004456601123414851,0.01,0.002,1,0.5635016133601146,0.2491048361886075,FALSE
1700008O03Rik,0.10366374047719955,0.004105946655832743,0.01,0.002,1,0.5635016133601146,0.2491048361886075,FALSE
C1qtnf1,0.10366374047719955,0.007420992371999945,0.01,0.002,1,0.5635016133601146,0.2491048361886075,FALSE
Gm15879,0.10366374047719955,-0.0025751083484398442,0.01,0.002,1,0.5635016133601146,0.2491048361886075,FALSE
Ubc,0.10371037567211343,0.07709123623796987,0.99,0.982,1,0.5635016133601146,0.2491048361886075,FALSE
Htr2b,0.10371092215821225,-0.032960164263178084,0.047,0.071,1,0.5635016133601146,0.2491048361886075,FALSE
Lap3,0.10380449255807961,0.04955980535913751,0.821,0.777,1,0.563827253486238,0.2488539356431602,FALSE
Plekhg3,0.10388256255737316,0.029018266682016722,0.057,0.036,1,0.5640685175207932,0.24866813897084247,FALSE
Selenok,0.1040157361898052,0.06948985755738457,0.931,0.899,1,0.5645182166231035,0.2483220391221064,FALSE
Phlpp2,0.10404711650065802,-0.020964126271375883,0.037,0.059,1,0.5645182166231035,0.2483220391221064,FALSE
Arid3b,0.10406641745408603,-0.02583750315653189,0.069,0.097,1,0.5645182166231035,0.2483220391221064,FALSE
Alcam,0.1044810357454112,0.088706920834749875,0.254,0.213,1,0.5664766055142051,0.2468180210272068,FALSE
3110082I17Rik,0.10449502829315847,0.024413511045046354,0.091,0.063,1,0.5664766055142051,0.2468180210272068,FALSE
Rasa1,0.1045406234488327,0.042136314900730276,0.368,0.314,1,0.5665405529419121,0.24676899791258355,FALSE
Wdr82,0.10463649264341986,-0.03862718196652523,0.219,0.261,1,0.5667654462484877,0.24659663506721866,FALSE
Hhex,0.10465025382044324,-0.058773870356271185,0.289,0.336,1,0.5667654462484877,0.24659663506721866,FALSE
Alg13,0.10468355933571877,0.01884810358060779,0.136,0.103,1,0.5667654462484877,0.24659663506721866,FALSE
Adam19,0.10485023110876873,0.06530452154455207,0.325,0.283,1,0.5670531348159434,0.2463762443237248,FALSE
Sgms2,0.1048670270218624,0.03076424244349782,0.234,0.194,1,0.5670531348159434,0.2463762443237248,FALSE
Mmp19,0.10488690760996036,0.07648108813136567,0.317,0.265,1,0.5670531348159434,0.2463762443237248,FALSE
Odf2,0.10490922327802683,0.03223776985431753,0.24,0.198,1,0.5670531348159434,0.2463762443237248,FALSE
Foxj3,0.10495270181413827,-0.028410969279618142,0.122,0.156,1,0.5670531348159434,0.2463762443237248,FALSE
Pvr,0.10497034572176918,0.03009948096501172,0.108,0.079,1,0.5670531348159434,0.2463762443237248,FALSE
Ckb,0.10497350419603105,0.040073747048279484,0.388,0.328,1,0.5670531348159434,0.2463762443237248,FALSE
Arhgap15,0.10508365525879362,0.08044396759088784,0.441,0.401,1,0.5671028626648235,0.2463381604438576,FALSE
Caap1,0.1050853459752619,-0.03879427018573883,0.183,0.221,1,0.5671028626648235,0.2463381604438576,FALSE
Gstm2,0.10516387210871032,0.015927821367772082,0.049,0.03,1,0.5671028626648235,0.2463381604438576,FALSE
Phtf2,0.105235342296636,-0.040562179181868344,0.083,0.111,1,0.5671028626648235,0.2463381604438576,FALSE
Abhd14b,0.10524278425664398,0.029753377149508528,0.136,0.105,1,0.5671028626648235,0.2463381604438576,FALSE
Acp6,0.10524912141177942,0.036016603856594345,0.11,0.081,1,0.5671028626648235,0.2463381604438576,FALSE
Rabl2,0.10527227990261065,0.009096716938605896,0.039,0.022,1,0.5671028626648235,0.2463381604438576,FALSE
Bbs12,0.10528720371154579,-0.004861338091440728,0.008,0.02,1,0.5671028626648235,0.2463381604438576,FALSE
Clstn1,0.10528720371154579,-0.002607198474209962,0.008,0.02,1,0.5671028626648235,0.2463381604438576,FALSE
Wipi1,0.10535426568121811,0.028434980350088804,0.114,0.083,1,0.5671781063524665,0.24628054170690983,FALSE
Mctp2,0.10536884758272166,4.3342360596606475e-13,0.026,0.012,1,0.5671781063524665,0.24628054170690983,FALSE
Herpud2,0.10541051221115992,0.04702320499117091,0.301,0.255,1,0.5672202265436477,0.24624829101315499,FALSE
Strn4,0.10552442488194597,0.05968612266601658,0.272,0.237,1,0.5676509659406862,0.24591861879397475,FALSE
Tstd3,0.10563237967038169,0.02910094044601691,0.128,0.097,1,0.5679118894743986,0.24571903908362425,FALSE
Tpt1,0.10566064428034842,0.04996630015935999,1,0.998,1,0.5679118894743986,0.24571903908362425,FALSE
Piga,0.10567457244187146,-0.041550212070406725,0.075,0.103,1,0.5679118894743986,0.24571903908362425,FALSE
Haghl,0.10574630611498216,0.031287435011156245,0.213,0.174,1,0.5681152509933753,0.24556355197716292,FALSE
Cryab,0.1059007134366929,0.02007395560344417,0.057,0.036,1,0.5685489841914108,0.24523211207109966,FALSE
Lias,0.1059022923902168,-0.029970646798405942,0.24,0.196,1,0.5685489841914108,0.24523211207109966,FALSE
Hist1h2be,0.10594791875637935,-0.012289400353056316,0.018,0.034,1,0.5685489841914108,0.24523211207109966,FALSE
Tarm1,0.10596271486779424,-0.08792791091914971,0.091,0.121,1,0.5685489841914108,0.24523211207109966,FALSE
Fam53b,0.10605932926962877,-0.039882738006148,0.209,0.251,1,0.5685718812168619,0.24521462219450119,FALSE
Fads1,0.10608952277687224,0.020207482794403264,0.238,0.2,1,0.5685718812168619,0.24521462219450119,FALSE
Anxa3,0.10609350521347287,0.10916210434032603,0.602,0.565,1,0.5685718812168619,0.24521462219450119,FALSE
Gxylt1,0.10610668766539588,0.03247709571883964,0.217,0.176,1,0.5685718812168619,0.24521462219450119,FALSE
Kcnk6,0.10616614659860596,0.029589588017175636,0.13,0.099,1,0.5685718812168619,0.24521462219450119,FALSE
Myh10,0.10618266346492304,0.04217417323697711,0.083,0.057,1,0.5685718812168619,0.24521462219450119,FALSE
Ppp1r37,0.10620925667186308,0.004030210712200805,0.126,0.166,1,0.5685718812168619,0.24521462219450119,FALSE
Slc25a43,0.1062383445872337,-0.05619093777793644,0.039,0.061,1,0.5685718812168619,0.24521462219450119,FALSE
Ccdc167,0.10647734034807517,0.04096327911454542,0.224,0.186,1,0.5696019194033987,0.24442855591456364,FALSE
Zcchc17,0.10649877194906643,0.023069366093601107,0.431,0.372,1,0.5696019194033987,0.24442855591456364,FALSE
Xylt1,0.10675982196734883,0.032819633781012936,0.203,0.164,1,0.570608513167362,0.24366175319413966,FALSE
Rex1bd,0.10676717408350463,0.008621402424947577,0.781,0.698,1,0.570608513167362,0.24366175319413966,FALSE
Chst11,0.10679641947207917,-0.00668789383908189,0.018,0.034,1,0.570608513167362,0.24366175319413966,FALSE
Aatf,0.10682314248414164,0.017067406080310682,0.199,0.158,1,0.570608513167362,0.24366175319413966,FALSE
Fkbp9,0.10694891836030915,0.008568509010022051,0.026,0.012,1,0.5709162788203642,0.24342757356178316,FALSE
Zfp366,0.10696676409374486,-0.00810289975015882,0.018,0.034,1,0.5709162788203642,0.24342757356178316,FALSE
Hist1h3d,0.10698293949258822,0.01058787962896358,0.039,0.022,1,0.5709162788203642,0.24342757356178316,FALSE
Stxbp5,0.10710996604605523,-0.05011490941575014,0.122,0.156,1,0.5714122377033666,0.24305046274548658,FALSE
C1qtnf6,0.10714774041322604,0.00885299506581694,0.026,0.012,1,0.5714318882616911,0.24303552784954824,FALSE
Gng12,0.10725476971954875,-0.15146832068569194,0.715,0.709,1,0.5718207538292227,0.2427400862813832,FALSE
Rbm45,0.10741068847118539,0.004918966926296897,0.065,0.042,1,0.5724699396356151,0.24224731316821474,FALSE
Acvr2b,0.10754626290360204,0.011769857185781213,0.026,0.012,1,0.572921252313706,0.24190506744949603,FALSE
Zfp442,0.10758714945762606,0.008312611910566946,0.02,0.008,1,0.572921252313706,0.24190506744949603,FALSE
Mrps18b,0.10762696165473289,-0.08779324999752364,0.333,0.383,1,0.572921252313706,0.24190506744949603,FALSE
Cpped1,0.1076320858809128,0.031004361141115003,0.152,0.119,1,0.572921252313706,0.24190506744949603,FALSE
Rapgef1,0.10770875977078659,-0.03336436390146072,0.209,0.247,1,0.5729815502519136,0.24185936189436658,FALSE
Lemd3,0.10773328812399303,0.033988308293621886,0.136,0.103,1,0.5729815502519136,0.24185936189436658,FALSE
Zfp189,0.10774596387030375,0.009305684065881763,0.026,0.012,1,0.5729815502519136,0.24185936189436658,FALSE
Ankrd40,0.107909269238618,0.020885702366279957,0.358,0.306,1,0.5733175391795139,0.24160477189641325,FALSE
Samd10,0.10792277573940134,0.015485080772332526,0.049,0.03,1,0.5733175391795139,0.24160477189641325,FALSE
Timmdc1,0.10794353372412815,0.022434484320002432,0.096,0.069,1,0.5733175391795139,0.24160477189641325,FALSE
Dennd6b,0.10794595833734313,0.011879398051900731,0.026,0.012,1,0.5733175391795139,0.24160477189641325,FALSE
Med11,0.10808340725573021,0.01118860351064932,0.305,0.257,1,0.5737646664991811,0.2412661999326722,FALSE
Creb1,0.1081132769042659,-0.05687560791943724,0.344,0.381,1,0.5737646664991811,0.2412661999326722,FALSE
Med8,0.10816380181243591,-0.08750757899957617,0.541,0.571,1,0.5737646664991811,0.2412661999326722,FALSE
Bid,0.10816854584766357,0.04523637160243285,0.226,0.184,1,0.5737646664991811,0.2412661999326722,FALSE
Bak1,0.10820129523946495,-0.1226432588401778,0.594,0.607,1,0.5737646664991811,0.2412661999326722,FALSE
Rapgef6,0.10824440411592773,0.05157535704262217,0.461,0.415,1,0.5738117336467996,0.24123057528493896,FALSE
Gm20069,0.10828483759893476,1.6017132519074567e-15,0.02,0.008,1,0.5738423807317602,0.24120738038724077,FALSE
Mfap1b,0.10831865485236185,-0.027408340470698817,0.144,0.18,1,0.5738423807317602,0.24120738038724077,FALSE
Hint3,0.10853780856104159,0.08653112650816741,0.482,0.443,1,0.5746522906750134,0.24059485777611028,FALSE
Camsap1,0.10854009976596425,-0.032540976252411896,0.15,0.188,1,0.5746522906750134,0.24059485777611028,FALSE
Klf3,0.10862626057249469,-0.07761587609300796,0.463,0.502,1,0.5749268644509492,0.24038739771996695,FALSE
Capza1,0.10873971779444934,0.03741172081581401,0.715,0.66,1,0.5753456911838889,0.24007113502876992,FALSE
Tmem267,0.10895034242698189,0.007151080212979029,0.026,0.012,1,0.5762782075610825,0.23936780331456217,FALSE
Colgalt1,0.10898899393865034,0.0973783796476293,0.783,0.727,1,0.5763007938169264,0.23935078220578018,FALSE
Ankrd52,0.10908810929924617,0.023986854931331313,0.081,0.055,1,0.5764732140342572,0.23922086749742674,FALSE
Bnip1,0.10909800058334108,-0.044095589404464924,0.114,0.146,1,0.5764732140342572,0.23922086749742674,FALSE
Tlr13,0.10913297975715054,0.04317524360673236,0.299,0.253,1,0.5764732140342572,0.23922086749742674,FALSE
Prorsd1,0.10915916843722302,0.05072813284479932,0.415,0.356,1,0.5764732140342572,0.23922086749742674,FALSE
Ncbp1,0.10929038921110033,-0.04290024685069031,0.156,0.192,1,0.576961583538205,0.2388531029843134,FALSE
Rheb,0.10935086139801588,-0.10193297693913639,0.74,0.731,1,0.576961583538205,0.2388531029843134,FALSE
Arhgef40,0.10936090752546039,0.01666209975946993,0.075,0.049,1,0.576961583538205,0.2388531029843134,FALSE
Rnf215,0.10941372943275464,0.04386456066174746,0.209,0.17,1,0.576961583538205,0.2388531029843134,FALSE
Myo5a,0.10942374860207338,0.0690664592146788,0.638,0.581,1,0.576961583538205,0.2388531029843134,FALSE
Pld2,0.1095917376741874,0.03518810440157208,0.201,0.162,1,0.5776210664749227,0.23835697595266236,FALSE
Phip,0.10964751189625431,-0.06437178830956247,0.594,0.634,1,0.5776210664749227,0.23835697595266236,FALSE
AU022252,0.1096666743054627,0.043326258847165705,0.146,0.115,1,0.5776210664749227,0.23835697595266236,FALSE
Apobr,0.10971060524786495,-0.07131106722020286,0.291,0.324,1,0.5776210664749227,0.23835697595266236,FALSE
Tmem135,0.10972112371173809,0.02867612606838471,0.222,0.18,1,0.5776210664749227,0.23835697595266236,FALSE
Elmo1,0.1099575169598741,0.027634774490047476,0.482,0.421,1,0.5786837988324677,0.23755867622665836,FALSE
Itpr2,0.10999582874554276,0.016827825405297203,0.449,0.395,1,0.578703729263273,0.23754371896141846,FALSE
Rxylt1,0.11009512734174848,0.057333024832723345,0.411,0.362,1,0.5790444068096605,0.23728812903099253,FALSE
Gm47644,0.11016285142199592,0.0012423038237327523,0.02,0.008,1,0.5791583286399724,0.23720269386335216,FALSE
Mtch2,0.11018589130371508,0.04201225703215239,0.659,0.617,1,0.5791583286399724,0.23720269386335216,FALSE
Zap70,0.11029248203531904,-4.812970333672433e-4,0.057,0.036,1,0.5795368601492219,0.23691893649017506,FALSE
Zfp764,0.11039940161077835,0.0038521525810401797,0.02,0.008,1,0.5799038905410568,0.23664397758590294,FALSE
Mrpl10,0.1104315247945981,0.052724662013601736,0.266,0.223,1,0.5799038905410568,0.23664397758590294,FALSE
Msl3,0.11047966495174961,0.0468773697142546,0.256,0.217,1,0.5799749902665917,0.23659073371878156,FALSE
Akip1,0.11053554097929075,0.04405843273498064,0.25,0.209,1,0.5800296911724739,0.23654977474339556,FALSE
Prmt6,0.1105968597017873,0.011262113747748596,0.077,0.051,1,0.5800296911724739,0.23654977474339556,FALSE
Rps11,0.11060258219516142,-0.05205713102385712,1,1,1,0.5800296911724739,0.23654977474339556,FALSE
Hk2,0.11069446393686684,-0.13532879592559388,0.571,0.587,1,0.5800296911724739,0.23654977474339556,FALSE
Selenof,0.11073104202589812,0.042087104923232754,0.898,0.864,1,0.5800296911724739,0.23654977474339556,FALSE
L3mbtl2,0.11073627068185699,0.025483171764960275,0.132,0.101,1,0.5800296911724739,0.23654977474339556,FALSE
Pxmp4,0.11079633141902717,0.03582095911489008,0.201,0.164,1,0.5800296911724739,0.23654977474339556,FALSE
Ttc4,0.11079633141902717,0.031193302826591413,0.201,0.164,1,0.5800296911724739,0.23654977474339556,FALSE
Ptpn21,0.1108128524615324,-0.007848968102590562,0.024,0.042,1,0.5800296911724739,0.23654977474339556,FALSE
Rnf5,0.11083612342354338,0.02955339626960124,0.386,0.33,1,0.5800296911724739,0.23654977474339556,FALSE
Mmachc,0.11088097118614235,-0.01923474495288011,0.03,0.049,1,0.5800832830905487,0.23650964990240614,FALSE
Snip1,0.11092215785828391,0.02327447532842325,0.177,0.14,1,0.5801176942341825,0.23648388786618552,FALSE
Lrrc8b,0.11098943558651007,-0.0319892018884063,0.104,0.136,1,0.58028849635093,0.2363560388113659,FALSE
Mrpl12,0.11112074287982021,-0.10415218331404896,0.62,0.652,1,0.5807938547401142,0.23597798746391566,FALSE
Arhgef37,0.11116845399748705,-0.02170268722939161,0.033,0.053,1,0.5808621028384907,0.23592695725593366,FALSE
Usp31,0.11124253948905698,-0.03438890217053325,0.077,0.105,1,0.5810480400389069,0.23578795941465375,FALSE
Pik3cb,0.11127336884171882,0.036678662426698094,0.299,0.255,1,0.5810480400389069,0.23578795941465375,FALSE
Scap,0.11134544622867587,0.042322902437465754,0.169,0.136,1,0.5811208711281505,0.2357335264662123,FALSE
Tmem150a,0.11138813370253425,0.023027796604838176,0.071,0.047,1,0.5811208711281505,0.2357335264662123,FALSE
Apmap,0.1114011757990863,-0.03150706632110015,0.165,0.206,1,0.5811208711281505,0.2357335264662123,FALSE
Cd47,0.11143257773465744,0.0648043454063012,0.953,0.931,1,0.5811208711281505,0.2357335264662123,FALSE
Crlf3,0.11146066105936069,-0.046946245855083,0.593,0.625,1,0.5811208711281505,0.2357335264662123,FALSE
Slc36a4,0.11156655329205561,0.033595791395865965,0.183,0.148,1,0.5813130610403349,0.23558991913199764,FALSE
Dzip3,0.11157206841268577,0.02568377806367691,0.087,0.061,1,0.5813130610403349,0.23558991913199764,FALSE
Nufip2,0.11160156487458522,-0.07226504383737037,0.465,0.498,1,0.5813130610403349,0.23558991913199764,FALSE
Cdkn2aipnl,0.11165587623979857,0.02428407827283005,0.209,0.17,1,0.581415283482915,0.23551355625142845,FALSE
Mtmr1,0.11173614929414208,0.007463101952062609,0.152,0.115,1,0.5814698075110457,0.23547283084399306,FALSE
Vps4a,0.11179770612574784,-0.0458094855046442,0.193,0.229,1,0.5814698075110457,0.23547283084399306,FALSE
Ythdf2,0.11180879292984755,-0.07315334104339555,0.409,0.433,1,0.5814698075110457,0.23547283084399306,FALSE
Topors,0.1118194445021745,0.06274655682377453,0.272,0.231,1,0.5814698075110457,0.23547283084399306,FALSE
Trmt2b,0.11184076068729118,0.01529937079650276,0.148,0.113,1,0.5814698075110457,0.23547283084399306,FALSE
Fbxw4,0.1119124611040739,0.06675354331595029,0.28,0.239,1,0.5814698075110457,0.23547283084399306,FALSE
Uba2,0.11193655718059227,-0.0811819174057874,0.386,0.425,1,0.5814698075110457,0.23547283084399306,FALSE
Chmp3,0.11200269961740623,0.037724443909910255,0.644,0.593,1,0.5814698075110457,0.23547283084399306,FALSE
Espn,0.11202460171000818,0.026890471010861138,0.049,0.03,1,0.5814698075110457,0.23547283084399306,FALSE
Farsb,0.11202864948732652,0.025493419563183406,0.344,0.296,1,0.5814698075110457,0.23547283084399306,FALSE
Actn4,0.11204793451024207,0.0674387833529807,0.598,0.563,1,0.5814698075110457,0.23547283084399306,FALSE
Sfr1,0.11209343286333237,0.05336260039519747,0.803,0.727,1,0.5815258810446231,0.2354309520537757,FALSE
Tnks,0.11225468822286833,0.046961363988263644,0.252,0.204,1,0.5820352434055351,0.2350507171488521,FALSE
Hnrnpd,0.11227944424920128,0.038330464459480296,0.752,0.694,1,0.5820352434055351,0.2350507171488521,FALSE
Ndufv1,0.11229578673031265,-0.08966149152911662,0.52,0.543,1,0.5820352434055351,0.2350507171488521,FALSE
Tlcd2,0.11238283560680898,0.01712926351483306,0.041,0.024,1,0.5821333067129033,0.23497755187847338,FALSE
Dot1l,0.11240351351932569,-0.03146809157697042,0.14,0.174,1,0.5821333067129033,0.23497755187847338,FALSE
Sigmar1,0.1124188947517998,0.047179502813944674,0.378,0.332,1,0.5821333067129033,0.23497755187847338,FALSE
Slc7a5,0.11253233585867313,0.0075044865071341935,0.033,0.018,1,0.582540770124484,0.23467367438696568,FALSE
Copb1,0.11284352676708488,0.07373135849083834,0.654,0.599,1,0.5839713478449758,0.23360846072678182,FALSE
Ilf3,0.11290469125237548,0.04343281462042087,0.262,0.219,1,0.5841075415963944,0.23350718641129936,FALSE
Prkra,0.11304262094548184,0.005303340811246948,0.297,0.249,1,0.5841625673428855,0.23346627570426595,FALSE
Rbck1,0.11305235366691385,0.03672894651918662,0.467,0.431,1,0.5841625673428855,0.23346627570426595,FALSE
B3gnt8,0.11305963783331151,0.07518868469102907,0.28,0.245,1,0.5841625673428855,0.23346627570426595,FALSE
Wdr25,0.11306560223818247,-0.015188003864547887,0.018,0.034,1,0.5841625673428855,0.23346627570426595,FALSE
Casp12,0.11308957946710795,0.025002557391784433,0.073,0.049,1,0.5841625673428855,0.23346627570426595,FALSE
Coa3,0.11320398560934948,0.09304035792517595,0.766,0.711,1,0.5845733847147,0.23316096170295875,FALSE
Adcy9,0.11324379954158954,0.0214475172631607,0.033,0.018,1,0.5845988814031795,0.23314201997565967,FALSE
Bicd2,0.11332468813153475,0.03035964874547195,0.281,0.233,1,0.5846735323958879,0.2330865658079853,FALSE
Gm26881,0.11332802211873522,-0.030893951123697846,0.037,0.059,1,0.5846735323958879,0.2330865658079853,FALSE
Wtap,0.11341696877262718,-0.042507596702421324,0.461,0.512,1,0.5849523786359313,0.2328794886827225,FALSE
Cdk9,0.11353894883519809,0.06167522253502444,0.6,0.563,1,0.5854013720011044,0.23254626404809195,FALSE
Colec12,0.11360085790410063,0.013325668390244974,0.033,0.018,1,0.5854582930865289,0.23250403778637954,FALSE
C1d,0.11363344153410679,0.08020869253490015,0.654,0.613,1,0.5854582930865289,0.23250403778637954,FALSE
Spryd7,0.11365477184724765,0.07287284856353884,0.252,0.217,1,0.5854582930865289,0.23250403778637954,FALSE
Aplp2,0.11381855347495434,0.06663478252617872,0.61,0.545,1,0.5859845596831923,0.23211382721182805,FALSE
Sdhaf1,0.11383110010908223,-0.06872028086465598,0.276,0.314,1,0.5859845596831923,0.23211382721182805,FALSE
Kdm4a,0.1138712997592993,0.027510033002139722,0.23,0.188,1,0.5859845596831923,0.23211382721182805,FALSE
Ubqln4,0.11389677218994394,0.017820056588006117,0.108,0.079,1,0.5859845596831923,0.23211382721182805,FALSE
Map7d3,0.11413001793319054,0.012557745095781555,0.041,0.024,1,0.5868551731722577,0.23146906272606246,FALSE
Lrif1,0.11415819026506363,0.04370186330797138,0.344,0.291,1,0.5868551731722577,0.23146906272606246,FALSE
Slc2a8,0.11418810533687257,0.030337454980533113,0.108,0.079,1,0.5868551731722577,0.23146906272606246,FALSE
Ehmt2,0.11422133351897065,-0.11387910488222974,0.392,0.423,1,0.5868551731722577,0.23146906272606246,FALSE
Pole4,0.11430326486222307,0.03661211191045943,0.565,0.51,1,0.5868551731722577,0.23146906272606246,FALSE
Rab8b,0.11431285097674009,0.026363508146806547,0.667,0.599,1,0.5868551731722577,0.23146906272606246,FALSE
Suds3,0.11433076778124197,0.02206218140350391,0.455,0.405,1,0.5868551731722577,0.23146906272606246,FALSE
Sec62,0.11437552352772308,0.08845619503252156,0.86,0.818,1,0.5868551731722577,0.23146906272606246,FALSE
Npepl1,0.11438109120354169,0.03772398670598914,0.335,0.292,1,0.5868551731722577,0.23146906272606246,FALSE
Cdk17,0.11458201438724011,-0.016167033436046863,0.13,0.168,1,0.5877061582493631,0.23083975852891536,FALSE
Gipc1,0.1146687897483593,0.016591324641239247,0.352,0.304,1,0.5879713226558576,0.23064385541371454,FALSE
Cotl1,0.11483138853932107,0.0776890882215211,0.951,0.943,1,0.5886249953199082,0.23016130000224816,FALSE
Eefsec,0.1149359948110039,-0.029121262207576992,0.091,0.121,1,0.5888360706892427,0.23000559401451592,FALSE
Pdhb,0.11494282444190443,0.04012322201823659,0.431,0.37,1,0.5888360706892427,0.23000559401451592,FALSE
Usp15,0.11512013800326953,0.05552628017560446,0.526,0.466,1,0.5893222765519884,0.22964714213792212,FALSE
Mgat4b,0.11512302380310509,0.056478106304529097,0.459,0.415,1,0.5893222765519884,0.22964714213792212,FALSE
Cmpk2,0.11515446245840204,-0.04092875234369464,0.067,0.093,1,0.5893222765519884,0.22964714213792212,FALSE
Neurl4,0.11517836642311861,0.024784401751677496,0.102,0.075,1,0.5893222765519884,0.22964714213792212,FALSE
Vipas39,0.11528244467963104,0.0212877765759123,0.35,0.296,1,0.5895883490005651,0.22945110726358856,FALSE
Gstm4,0.11530071638371628,0.011564237585907744,0.104,0.075,1,0.5895883490005651,0.22945110726358856,FALSE
Slc17a5,0.11534530280232934,0.03978348850974861,0.254,0.215,1,0.5896364640355731,0.2294156668726111,FALSE
Cdk11b,0.11538780532803052,0.043029915782530626,0.492,0.451,1,0.5896739002769656,0.2293880942275171,FALSE
Nme7,0.1155636567953957,0.019743262207440715,0.098,0.071,1,0.5902252841505925,0.2289821900717747,FALSE
Edf1,0.11556612472152754,-0.0717292136214065,0.929,0.933,1,0.5902252841505925,0.2289821900717747,FALSE
Gpatch8,0.11568297469639767,0.03153705627256803,0.447,0.395,1,0.5905052763642502,0.22877621746513074,FALSE
Mrpl14,0.11572272642804517,0.008185352285499325,0.793,0.721,1,0.5905052763642502,0.22877621746513074,FALSE
Ndc1,0.11575851060382256,0.019906095289081938,0.081,0.055,1,0.5905052763642502,0.22877621746513074,FALSE
6720489N17Rik,0.11576186243484825,0.011227233952123255,0.033,0.018,1,0.5905052763642502,0.22877621746513074,FALSE
